r,n,s,S,c
1464559,21,12,20,742271
1464815,24,14,23,835201
1465327,24,14,23,835493
1465455,21,10,20,82525
1465471,21,12,20,742733
1465663,23,13,22,557123
1465759,24,14,23,835739
1466015,24,14,23,835885
1466047,21,11,20,247675
1466527,24,14,23,836177
1466815,24,14,23,836341
1466847,23,13,22,557573
1467391,22,10,21,41317
1467711,22,13,21,1115803
1468271,22,13,21,1116229
1468543,22,12,21,372145
1468671,21,12,20,744355
1469087,22,12,21,372283
1469167,23,13,22,558455
1469247,21,12,20,744647
1469855,22,13,21,1117433
1469983,23,10,22,20695
1470143,21,10,20,82789
1470655,24,14,23,838531
1470687,21,11,20,248459
1470767,24,14,23,838595
1470943,24,13,23,279565
1471183,22,13,21,1118443
1471263,21,12,20,745669
1471455,24,14,23,838987
1471599,21,10,20,82871
1471711,24,11,23,31079
1471743,24,12,23,93239
1471967,24,14,23,839279
1472031,22,11,21,124343
1472191,21,11,20,248713
1472623,22,11,21,124393
1472639,22,12,21,373183
1472831,22,13,21,1119695
1473007,22,13,21,1119829
1473343,21,12,20,746723
1473407,22,13,21,1120133
1473663,21,12,20,746885
1473855,23,13,22,560237
1474287,23,13,22,560401
1474543,22,13,21,1120997
1475039,23,13,22,560687
1475055,23,13,22,560693
1475199,22,13,21,1121495
1475551,22,12,21,373921
1475743,22,13,21,1121909
1476255,23,13,22,561149
1476735,22,12,21,374221
1476847,24,13,23,280687
1477503,24,14,23,842435
1477615,24,12,23,93611
1477759,24,14,23,842581
1477871,24,14,23,842645
1478047,21,12,20,749107
1478079,21,12,20,749123
1478271,24,14,23,842873
1478383,24,13,23,280979
1478815,24,11,23,31229
1478895,24,14,23,843229
1479199,21,10,20,83299
1479295,22,13,21,1124609
1479551,24,13,23,281201
1479839,21,10,20,83335
1480223,22,11,21,125035
1480239,22,12,21,375109
1480383,21,11,20,250097
1480575,24,14,23,844187
1480911,23,13,22,562919
1480943,23,13,22,562931
1481199,22,13,21,1126057
1481535,21,12,20,750875
1481695,23,12,22,187739
1481887,21,11,20,250351
1482447,21,12,20,751337
1482559,22,12,21,375697
1482655,24,13,23,281791
1482687,24,13,23,281797
1482783,22,13,21,1127261
1482879,23,12,22,187889
1483231,23,13,22,563801
1483311,21,12,20,751775
1483391,22,13,21,1127723
1484255,24,13,23,282095
1484527,22,13,21,1128587
1485119,22,13,21,1129037
1485247,23,12,22,188189
1485599,23,13,22,564701
1485631,23,13,22,564713
1485695,21,12,20,752983
1486079,24,14,23,847325
1486271,21,12,20,753275
1486383,23,12,22,188333
1486543,21,12,20,753413
1486591,21,12,20,753437
1486783,23,13,22,565151
1487407,21,12,20,753851
1487615,23,12,22,188489
1487743,21,12,20,754021
1487839,22,12,21,377035
1488351,23,13,22,565747
1488639,21,12,20,754475
1488927,24,13,23,282983
1489103,23,13,22,566033
1489151,23,13,22,566051
1489215,21,10,20,83863
1489519,23,13,22,566191
1489535,23,13,22,566197
1489615,22,12,21,377485
1489647,22,11,21,125831
1489695,24,13,23,283129
1489951,24,14,23,849533
1490239,24,14,23,849697
1490639,21,12,20,755489
1490671,21,10,20,83945
1490751,22,12,21,377773
1491071,23,12,22,188927
1491263,21,11,20,251935
1491391,22,12,21,377935
1491583,24,14,23,850463
1491695,24,11,23,31501
1491839,21,12,20,756097
1491903,23,13,22,567097
1491951,22,12,21,378077
1492287,23,9,22,7003
1492351,22,13,21,1134535
1492383,22,13,21,1134559
1492687,21,12,20,756527
1492719,22,13,21,1134815
1493711,24,14,23,851677
1493743,22,10,21,42059
1493791,23,13,22,567815
1493951,22,13,21,1135751
1494335,22,11,21,126227
1494767,21,11,20,252527
1494783,21,12,20,757589
1494943,24,14,23,852379
1495071,22,13,21,1136603
1495247,22,13,21,1136737
1495295,22,13,21,1136773
1495455,24,14,23,852671
1495599,21,12,20,758003
1495679,21,10,20,84227
1495759,23,12,22,189521
1495807,23,12,22,189527
1495839,22,13,21,1137187
1495999,24,13,23,284327
1496303,22,13,21,1137539
1496447,22,13,21,1137649
1496511,24,14,23,853273
1496527,23,13,22,568855
1496623,24,14,23,853337
1496703,22,11,21,126427
1496783,21,12,20,758603
1496959,23,12,22,189673
1497023,22,13,21,1138087
1497055,21,12,20,758741
1497295,23,13,22,569147
1497647,24,14,23,853921
1497711,23,13,22,569305
1497727,23,13,22,569311
1497855,22,12,21,379573
1498047,22,13,21,1138865
1498303,24,13,23,284765
1498431,22,10,21,42191
1498527,23,13,22,569615
1498591,22,13,21,1139279
1498623,24,14,23,854477
1499183,22,13,21,1139729
1499359,22,13,21,1139863
1499615,24,14,23,855043
1499695,23,13,22,570059
1500031,21,12,20,760249
1500127,24,14,23,855335
1500479,23,11,22,63373
1500575,22,13,21,1140787
1500911,21,11,20,253565
1500927,21,12,20,760703
1501295,24,14,23,856001
1501903,22,12,21,380599
1501951,22,12,21,380611
1501983,23,13,22,570929
1502143,22,13,21,1141979
1502447,23,13,22,571105
1502463,24,14,23,856667
1502671,22,13,21,1142381
1502831,24,14,23,856877
1503087,24,14,23,857023
1503279,22,13,21,1142843
1503487,22,13,21,1143001
1503535,23,13,22,571519
1503711,22,11,21,127019
1503855,22,13,21,1143281
1503903,22,13,21,1143317
1504447,22,13,21,1143731
1504639,22,13,21,1143877
1504735,21,10,20,84737
1504767,23,13,22,571987
1504975,21,12,20,762755
1505135,23,12,22,190709
1505215,22,13,21,1144315
1505503,23,13,22,572267
1505535,23,13,22,572279
1505903,21,12,20,763225
1505919,21,11,20,254411
1506335,23,12,22,190861
1506367,24,14,23,858893
1506415,22,13,21,1145227
1506495,21,12,20,763525
1506543,24,13,23,286331
1506783,22,13,21,1145507
1507023,22,13,21,1145689
1507567,24,14,23,859577
1507807,22,10,21,42455
1507823,22,12,21,382099
1507839,22,12,21,382103
1507999,22,13,21,1146431
1508031,22,13,21,1146455
1508607,22,13,21,1146893
1508671,23,11,22,63719
1508767,22,13,21,1147015
1508815,24,13,23,286763
1508831,21,11,20,254903
1509071,23,13,22,573623
1509583,24,13,23,286909
1509839,24,14,23,860873
1510143,22,12,21,382687
1510335,24,14,23,861155
1510511,22,13,21,1148341
1510591,21,12,20,765601
1510607,24,14,23,861311
1510639,23,13,22,574219
1510655,23,13,22,574225
1510703,22,12,21,382829
1510895,21,12,20,765755
1510911,21,12,20,765763
1511103,22,13,21,1148791
1511119,22,13,21,1148803
1511167,22,13,21,1148839
1511279,22,12,21,382975
1511359,22,9,21,14185
1511471,22,13,21,1149071
1511679,22,13,21,1149229
1511727,23,13,22,574633
1511839,24,14,23,862013
1512047,22,13,21,1149509
1512095,22,13,21,1149545
1512383,21,11,20,255503
1513215,24,13,23,287599
1513407,24,14,23,862907
1513439,22,13,21,1150567
1513471,24,14,23,862943
1513695,23,13,22,575381
1514095,21,12,20,767377
1514175,24,14,23,863345
1514239,24,14,23,863381
1514431,21,10,20,85283
1514607,24,14,23,863591
1514911,23,13,22,575843
1514975,21,11,20,255941
1514991,21,12,20,767831
1515455,22,11,21,128011
1515727,23,8,22,2371
1516015,22,12,21,384175
1516799,22,13,21,1153121
1517215,22,12,21,384479
1517311,23,13,22,576755
1518367,24,14,23,865735
1518399,24,14,23,865753
1518463,23,13,22,577193
1518527,21,11,20,256541
1518703,22,13,21,1154569
1518751,22,13,21,1154605
1518783,21,12,20,769753
1519087,21,12,20,769907
1519519,22,12,21,385063
1519551,22,11,21,128357
1519663,21,11,20,256733
1519919,21,12,20,770329
1520031,23,13,22,577789
1520159,24,13,23,288919
1520239,21,12,20,770491
1520287,21,12,20,770515
1520415,23,9,22,7135
1520511,22,13,21,1155943
1520799,23,13,22,578081
1520895,21,9,20,28549
1521711,21,10,20,85693
1521871,22,10,21,42851
1521903,22,12,21,385667
1522303,24,14,23,867979
1522463,22,11,21,128603
1522847,24,14,23,868289
1522943,21,11,20,257287
1523359,24,12,23,96509
1523439,24,14,23,868627
1523583,24,14,23,868709
1523695,24,13,23,289591
1524415,24,14,23,869183
1524607,22,13,21,1159057
1524895,24,13,23,289819
1524991,21,11,20,257633
1525119,23,12,22,193241
1525231,21,12,20,773021
1525295,24,13,23,289895
1525407,22,12,21,386555
1525663,24,12,23,96655
1525823,21,12,20,773321
1525919,23,13,22,580027
1526175,22,13,21,1160249
1526431,24,13,23,290111
1526559,22,10,21,42983
1526767,22,13,21,1160699
1526991,23,13,22,580435
1527343,22,13,21,1161137
1527743,22,11,21,129049
1527967,22,13,21,1161611
1527999,24,12,23,96803
1528127,22,13,21,1161733
1528479,21,12,20,774667
1528607,23,11,22,64561
1528703,22,13,21,1162171
1528879,22,11,21,129145
1529087,21,11,20,258325
1529919,21,12,20,775397
1530095,22,12,21,387743
1530175,23,13,22,581645
1530271,21,8,20,9575
1530303,22,13,21,1163387
1530431,24,6,23,133
1530863,22,13,21,1163813
1531391,23,13,22,582107
1531439,22,13,21,1164251
1531935,24,13,23,291157
1532127,23,12,22,194129
1532223,24,14,23,873635
1532543,23,13,22,582545
1532607,21,12,20,776759
1532895,23,13,22,582679
1533311,23,12,22,194279
1533343,23,10,22,21587
1533423,21,12,20,777173
1533439,22,13,21,1165771
1534015,24,14,23,874657
1534207,22,11,21,129595
1534271,24,13,23,291601
1534591,22,13,21,1166647
1534623,21,12,20,777781
1534655,21,12,20,777797
1534783,22,12,21,388931
1534959,22,13,21,1166927
1535535,22,13,21,1167365
1535695,24,14,23,875615
1535727,24,14,23,875633
1535775,21,10,20,86485
1536111,21,12,20,778535
1536415,21,10,20,86521
1536447,23,13,22,584029
1536639,24,13,23,292051
1536799,23,11,22,64907
1536895,24,14,23,876299
1537279,21,11,20,259709
1537487,22,13,21,1168849
1537583,23,13,22,584461
1537663,24,14,23,876737
1538047,23,12,22,194879
1538079,22,13,21,1169299
1538111,21,12,20,779549
1538271,22,12,21,389815
1538431,21,12,20,779711
1538751,21,12,20,779873
1538879,22,12,21,389969
1539135,23,12,22,195017
1539183,23,12,22,195023
1539199,23,12,22,195025
1539263,22,13,21,1170199
1539455,22,12,21,390115
1539583,23,13,22,585221
1539967,24,14,23,878051
1540543,24,13,23,292793
1541023,24,14,23,878653
1541103,23,13,22,585799
1541119,21,12,20,781073
1541151,23,13,22,585817
1541631,22,13,21,1171999
1541679,21,12,20,781357
1542015,22,13,21,1172291
1542207,22,13,21,1172437
1542271,21,12,20,781657
1542559,21,10,20,86867
1542591,22,13,21,1172729
1542767,22,13,21,1172863
1542783,22,13,21,1172875
1542847,21,12,20,781949
1543279,24,12,23,97771
1543359,22,13,21,1173313
1543423,24,14,23,880021
1543583,22,11,21,130387
1543679,24,13,23,293389
1543727,21,12,20,782395
1543807,22,13,21,1173653
1544175,22,8,21,4831
1544223,23,13,22,586985
1544303,21,12,20,782687
1544415,24,12,23,97843
1544895,21,12,20,782987
1545183,24,13,23,293675
1545247,24,13,23,293687
1545455,23,13,22,587453
1545679,22,13,21,1175077
1545775,21,12,20,783433
1545855,23,13,22,587605
1546095,22,13,21,1175393
1546111,22,13,21,1175405
1546207,24,14,23,881609
1546239,23,12,22,195917
1546687,21,12,20,783895
1546959,23,13,22,588025
1547071,22,12,21,392045
1547247,21,10,20,87131
1547327,23,12,22,196055
1547375,23,12,22,196061
1547455,22,13,21,1176427
1547503,22,13,21,1176463
1547519,22,13,21,1176475
1547647,22,12,21,392191
1547775,23,13,22,588335
1547807,21,12,20,784463
1548095,21,12,20,784609
1548415,21,12,20,784771
1548735,21,12,20,784933
1548847,22,12,21,392495
1549055,22,13,21,1177643
1549183,24,9,23,3635
1549295,23,13,22,588913
1549311,21,12,20,785225
1549343,23,13,22,588931
1549551,24,13,23,294505
1549823,22,13,21,1178227
1550191,22,13,21,1178507
1550463,24,14,23,884035
1550495,21,12,20,785825
1550575,24,14,23,884099
1550783,21,12,20,785971
1551055,24,13,23,294791
1551231,22,11,21,131033
1551343,21,11,20,262085
1551391,22,13,21,1179419
1551519,24,12,23,98293
1551807,22,12,21,393245
1551823,24,13,23,294937
1551919,21,12,20,786547
1552415,23,13,22,590099
1552943,22,12,21,393533
1553279,23,11,22,65603
1553343,22,13,21,1180903
1553375,21,12,20,787285
1553519,22,12,21,393679
1553567,22,12,21,393691
1553599,23,13,22,590549
1553631,21,12,20,787415
1553871,22,13,21,1181305
1553919,22,13,21,1181341
1553951,21,12,20,787577
1554111,22,12,21,393829
1554287,22,13,21,1181621
1554303,22,13,21,1181633
1555199,23,13,22,591157
1555487,22,13,21,1182533
1555647,24,14,23,886991
1555695,22,13,21,1182691
1555759,24,13,23,295685
1556223,24,12,23,98591
1556287,21,12,20,788761
1556415,24,14,23,887429
1556463,22,10,21,43825
1556527,24,13,23,295831
1556607,21,12,20,788923
1556927,21,12,20,789085
1556991,24,13,23,295919
1557151,23,13,22,591899
1557183,23,13,22,591911
1557247,24,14,23,887903
1557487,21,11,20,263123
1557503,24,14,23,888049
1557663,22,12,21,394729
1557967,22,13,21,1184419
1558015,24,14,23,888341
1558223,22,12,21,394871
1558271,22,12,21,394883
1558559,24,8,23,1219
1558639,24,14,23,888697
1558719,21,7,20,3251
1559151,24,14,23,888989
1559807,22,13,21,1185817
1559855,23,13,22,592927
1560319,23,12,22,197701
1560431,24,13,23,296573
1560895,24,12,23,98887
1561087,23,13,22,593395
1561135,22,12,21,395609
1561343,21,12,20,791323
1561631,21,10,20,87941
1561711,22,12,21,395755
1561759,22,12,21,395767
1561791,23,13,22,593663
1562111,22,13,21,1187569
1562319,22,12,21,395909
1562479,21,12,20,791899
1562495,21,11,20,263969
1562591,23,12,22,197989
1562671,22,13,21,1187995
1562943,22,12,21,396067
1563119,22,13,21,1188335
1563391,21,12,20,792361
1563679,22,13,21,1188761
1563807,23,12,22,198143
1563887,22,13,21,1188919
1564191,23,13,22,594575
1564543,21,10,20,88105
1564575,23,13,22,594721
1564607,23,13,22,594733
1564703,22,10,21,44057
1565423,21,12,20,793391
1565567,24,11,23,33061
1566159,22,13,21,1190647
1566335,21,12,20,793853
1566367,24,13,23,297701
1566447,24,14,23,893149
1566463,22,12,21,396959
1566847,22,13,21,1191169
1566879,24,14,23,893395
1566927,24,14,23,893423
1567039,22,12,21,397105
1567439,21,12,20,794413
1567487,21,12,20,794437
1567935,24,9,23,3679
1567999,22,13,21,1192045
1568047,23,13,22,596041
1568367,22,13,21,1192325
1568495,23,12,22,198737
1568671,24,13,23,298139
1569183,24,14,23,894709
1569407,22,12,21,397705
1570015,23,13,22,596789
1570335,22,13,21,1193821
1570431,21,12,20,795929
1570495,24,14,23,895457
1570511,22,12,21,397985
1570671,21,12,20,796051
1570815,24,14,23,895639
1570847,23,10,22,22115
1570943,22,13,21,1194283
1571135,22,12,21,398143
1571567,21,12,20,796505
1571871,21,11,20,265553
1572031,23,11,22,66395
1572095,24,14,23,896369
1572303,22,8,21,4919
1572463,21,8,20,9839
1573183,23,12,22,199331
1573375,21,11,20,265807
1573855,22,13,21,1196497
1574399,23,10,22,22165
1574527,21,12,20,798005
1574815,22,13,21,1197227
1575039,22,13,21,1197397
1575071,22,13,21,1197421
1575407,22,13,21,1197677
1575535,23,10,22,22181
1575679,21,12,20,798589
1576143,22,13,21,1198237
1576239,21,11,20,266291
1576255,21,12,20,798881
1576447,22,11,21,133163
1576735,22,13,21,1198687
1576815,21,12,20,799165
1576863,21,12,20,799189
1577119,23,13,22,599489
1577151,21,9,20,29605
1577375,22,13,21,1199173
1577599,22,12,21,399781
1578223,24,14,23,899863
1578287,21,10,20,88879
1578447,24,10,23,11111
1578543,22,13,21,1200061
1579135,22,13,21,1200511
1579247,24,13,23,300149
1579487,21,12,20,800519
1579759,24,14,23,900739
1580591,23,13,22,600809
1580783,24,12,23,100147
1580863,22,13,21,1201825
1581183,24,13,23,300517
1581471,22,13,21,1202287
1581551,21,12,20,801565
1581807,23,13,22,601271
1582015,24,12,23,100225
1582207,24,14,23,902135
1582399,21,12,20,801995
1582559,23,12,22,200519
1582639,24,14,23,902381
1583007,22,13,21,1203455
1583551,24,13,23,300967
1583567,22,13,21,1203881
1583775,24,14,23,903029
1584063,24,14,23,903193
1584319,24,11,23,33457
1584335,22,13,21,1204465
1584575,24,14,23,903485
1584591,22,10,21,44617
1584623,22,12,21,401561
1584751,21,10,20,89243
1585055,21,12,20,803341
1585199,24,14,23,903841
1585343,21,11,20,267829
1585455,24,11,23,33481
1585599,22,13,21,1205425
1585631,21,12,20,803633
1585711,24,14,23,904133
1585775,22,11,21,133951
1586111,23,12,22,200969
1586175,24,14,23,904397
1586655,24,12,23,100519
1586735,22,13,21,1206289
1586943,24,14,23,904835
1587007,22,7,21,1655
1587311,24,14,23,905045
1587327,22,13,21,1206739
1587919,22,13,21,1207189
1587951,22,13,21,1207213
1588191,24,13,23,301849
1588463,23,10,22,22363
1588895,21,11,20,268429
1588927,22,13,21,1207955
1589183,21,12,20,805433
1589471,22,13,21,1208369
1589663,22,13,21,1208515
1589919,22,10,21,44767
1590015,23,13,22,604391
1590239,22,13,21,1208953
1590767,23,12,22,201559
1590911,22,13,21,1209463
1590943,21,11,20,268775
1591167,23,13,22,604829
1591199,21,12,20,806455
1591359,24,12,23,100817
1592127,24,13,23,302597
1592255,22,12,21,403495
1592639,22,13,21,1210777
1592991,21,10,20,89707
1593023,22,13,21,1211069
1593535,21,11,20,269213
1593567,22,13,21,1211483
1593583,21,11,20,269221
1594015,22,11,21,134647
1594063,24,13,23,302965
1594751,24,14,23,909287
1594815,22,13,21,1212431
1595007,22,13,21,1212577
1595087,24,14,23,909479
1595327,21,12,20,808547
1595455,23,12,22,202153
1595551,24,14,23,909743
1595599,21,12,20,808685
1595631,21,11,20,269567
1595871,23,13,22,606617
1596159,22,13,21,1213453
1596223,21,9,20,29963
1596287,24,14,23,910163
1596351,22,12,21,404533
1597119,22,13,21,1214183
1597311,24,14,23,910747
1597679,21,10,20,89971
1597887,24,14,23,911075
1597951,22,13,21,1214815
1597999,24,13,23,303713
1598271,22,13,21,1215059
1598495,22,13,21,1215229
1598591,23,13,22,607651
1598719,22,12,21,405133
1598847,21,12,20,810331
1598959,23,12,22,202597
1599343,23,13,22,607937
1599359,23,13,22,607943
1599695,21,12,20,810761
1600159,23,11,22,67583
1600255,22,13,21,1216567
1600319,21,11,20,270359
1600543,23,13,22,608393
1601471,21,12,20,811661
1601759,22,13,21,1217711
1602015,22,13,21,1217905
1602031,22,13,21,1217917
1602047,24,14,23,913447
1602079,23,13,22,608977
1602239,22,12,21,406025
1602431,22,13,21,1218221
1602527,24,14,23,913721
1602591,22,13,21,1218343
1602687,21,10,20,90253
1602815,24,14,23,913885
1603263,23,13,22,609427
1603647,23,12,22,203191
1603695,24,14,23,914387
1603791,21,12,20,812837
1604079,23,13,22,609737
1604303,22,13,21,1219645
1604351,22,13,21,1219681
1604383,21,12,20,813137
1604415,21,11,20,271051
1604543,22,12,21,406609
1604671,21,12,20,813283
1604735,21,11,20,271105
1604767,22,13,21,1219997
1604911,22,13,21,1220107
1604991,21,12,20,813445
1605151,22,12,21,406763
1605311,21,12,20,813607
1605327,22,13,21,1220423
1605439,24,9,23,3767
1605503,22,13,21,1220557
1605663,24,14,23,915509
1605759,22,9,21,15071
1606127,22,13,21,1221031
1606399,23,13,22,610619
1607071,21,12,20,814499
1607375,24,13,23,305495
1607679,21,12,20,814807
1607807,24,11,23,33953
1607919,24,14,23,916795
1608383,23,12,22,203791
1608687,24,14,23,917233
1608703,22,12,21,407663
1608735,23,13,22,611507
1608911,24,12,23,101929
1609199,24,14,23,917525
1609423,22,13,21,1223537
1609471,22,13,21,1223573
1609839,22,12,21,407951
1609935,21,12,20,815951
1609951,21,12,20,815959
1610143,24,12,23,102007
1610223,22,13,21,1224145
1610239,22,13,21,1224157
1610287,21,9,20,30227
1610431,22,12,21,408101
1610447,24,13,23,306079
1610527,21,12,20,816251
1611007,22,12,21,408247
1611199,24,14,23,918665
1611311,24,11,23,34027
1611423,24,14,23,918793
1611455,23,13,22,612541
1611743,22,13,21,1225301
1611775,21,12,20,816883
1611903,23,10,22,22693
1612271,23,13,22,612851
1612287,23,13,22,612857
1612335,22,13,21,1225751
1612607,21,11,20,272435
1612863,21,12,20,817435
1612911,21,12,20,817459
1612959,22,13,21,1226225
1613103,22,13,21,1226335
1613183,21,12,20,817597
1613343,22,12,21,408839
1613359,22,10,21,45427
1613503,21,12,20,817759
1613727,22,13,21,1226809
1613759,22,13,21,1226833
1613951,22,11,21,136331
1614143,22,13,21,1227125
1614239,23,12,22,204533
1614319,22,13,21,1227259
1614383,21,11,20,272735
1614847,24,12,23,102305
1615263,21,12,20,818651
1615615,24,13,23,307061
1616127,24,14,23,921475
1616319,22,11,21,136531
1617343,21,11,20,273235
1617455,22,11,21,136627
1617855,22,13,21,1229947
1618127,21,12,20,820103
1618415,22,13,21,1230373
1618431,22,13,21,1230385
1618479,21,11,20,273427
1618911,23,11,22,68375
1619055,21,12,20,820573
1619167,22,12,21,410315
1619247,23,13,22,615503
1619487,24,12,23,102599
1619647,21,12,20,820873
1619663,21,9,20,30403
1619935,22,13,21,1231529
1620463,23,13,22,615965
1620767,22,13,21,1232161
1620959,22,10,21,45641
1621151,21,12,20,821635
1621183,22,13,21,1232477
1621311,24,14,23,924431
1621631,24,14,23,924613
1621711,21,11,20,273973
1621823,24,11,23,34249
1622143,22,11,21,137023
1622335,22,13,21,1233353
