r,n,s,S,c
8170223,23,13,22,3105635
8170655,23,13,22,3105799
8170959,23,12,22,1035305
8171039,23,9,22,38345
8171519,24,14,23,4659191
8171711,24,14,23,4659301
8171727,23,13,22,3106207
8172223,23,11,22,345155
8172287,24,14,23,4659629
8172543,24,14,23,4659775
8172847,24,14,23,4659949
8173679,24,14,23,4660423
8174191,24,14,23,4660715
8174335,24,13,23,1553599
8174911,23,13,22,3107417
8175135,24,11,23,172639
8175359,23,13,22,3107587
8178383,23,13,22,3108737
8179007,24,13,23,1554487
8179231,23,11,22,345451
8179567,23,13,22,3109187
8179951,24,14,23,4663999
8180031,23,13,22,3109363
8180431,24,14,23,4664273
8180463,24,14,23,4664291
8180607,24,13,23,1554791
8181199,24,14,23,4664711
8181375,24,13,23,1554937
8181407,24,13,23,1554943
8181631,24,14,23,4664957
8182399,24,14,23,4665395
8182767,24,14,23,4665605
8182943,24,13,23,1555235
8183743,24,13,23,1555387
8184255,24,14,23,4666453
8184287,23,13,22,3110981
8185503,23,13,22,3111443
8186271,24,14,23,4667603
8187423,23,11,22,345797
8187439,23,12,22,1037393
8187759,23,13,22,3112301
8187807,23,13,22,3112319
8188383,24,13,23,1556269
8190191,23,13,22,3113225
8191007,24,14,23,4670303
8191727,23,13,22,3113809
8192159,23,11,22,345997
8192319,24,13,23,1557017
8192895,23,13,22,3114253
8193263,24,14,23,4671589
8194111,24,14,23,4672073
8194463,23,12,22,1038283
8195199,24,14,23,4672693
8196847,23,11,22,346195
8197167,23,13,22,3115877
8197503,24,14,23,4674007
8198399,23,13,22,3116345
8199135,23,12,22,1038875
8199151,23,12,22,1038877
8199359,24,13,23,1558355
8199727,24,12,23,519475
8199919,23,13,22,3116923
8200127,24,13,23,1558501
8200703,24,14,23,4675831
8200959,24,12,23,519553
8201151,23,13,22,3117391
8201695,24,13,23,1558799
8201727,24,13,23,1558805
8202495,24,13,23,1558951
8203007,24,14,23,4677145
8203039,23,13,22,3118109
8203519,24,14,23,4677437
8204223,23,13,22,3118559
8205359,23,13,22,3118991
8205439,23,13,22,3119021
8205775,23,13,22,3119149
8205791,23,13,22,3119155
8205823,23,13,22,3119167
8206191,23,12,22,1039769
8206367,24,13,23,1559687
8206591,23,13,22,3119459
8206959,23,13,22,3119599
8207135,24,13,23,1559833
8207327,23,12,22,1039913
8207775,23,13,22,3119909
8208079,24,14,23,4680037
8208879,24,14,23,4680493
8209215,24,14,23,4680685
8209343,23,13,22,3120505
8209791,24,14,23,4681013
8209871,24,13,23,1560353
8210911,23,11,22,346789
8211647,23,13,22,3121381
8211663,24,14,23,4682081
8211871,24,13,23,1560733
8211903,24,13,23,1560739
8212383,24,14,23,4682491
8212415,23,13,22,3121673
8213199,23,12,22,1040657
8213551,23,13,22,3122105
8213967,23,13,22,3122263
8213983,23,13,22,3122269
8214463,24,14,23,4683677
8215039,24,12,23,520445
8215087,24,14,23,4684033
8215967,23,13,22,3123023
8216799,24,14,23,4685009
8218479,24,12,23,520663
8218879,24,13,23,1562065
8219247,24,13,23,1562135
8219519,23,13,22,3124373
8220271,24,14,23,4686989
8221391,23,12,22,1041695
8222239,24,14,23,4688111
8223615,24,13,23,1562965
8223871,24,14,23,4689041
8223983,24,13,23,1563035
8224495,24,14,23,4689397
8225775,24,14,23,4690127
8226207,24,14,23,4690373
8226559,23,13,22,3127049
8226719,24,12,23,521185
8227711,23,13,22,3127487
8228047,23,13,22,3127615
8228255,24,13,23,1563847
8229279,23,13,22,3128083
8229935,24,14,23,4692499
8230191,24,12,23,521405
8230591,24,13,23,1564291
8230847,23,10,22,115877
8231167,24,14,23,4693201
8234015,24,14,23,4694825
8235903,23,13,22,3130601
8236655,23,12,22,1043629
8236703,23,12,22,1043635
8237295,24,12,23,521855
8237471,23,13,22,3131197
8238639,23,13,22,3131641
8239743,24,14,23,4698091
8239855,24,14,23,4698155
8240255,24,14,23,4698383
8240287,24,14,23,4698401
8240511,24,14,23,4698529
8240543,24,14,23,4698547
8241023,24,14,23,4698821
8241375,23,12,22,1044227
8241391,23,12,22,1044229
8242111,24,14,23,4699441
8242159,24,14,23,4699469
8242559,23,12,22,1044377
8242735,24,13,23,1566599
8243327,23,13,22,3133423
8244079,23,13,22,3133709
8244527,24,14,23,4700819
8244895,23,12,22,1044673
8244991,24,14,23,4701083
8245279,23,13,22,3134165
8245471,24,12,23,522373
8245503,24,11,23,174125
8245759,24,14,23,4701521
8247263,24,14,23,4702379
8248047,23,13,22,3135217
8248447,23,12,22,1045123
8249151,23,13,22,3135637
8249567,23,12,22,1045265
8249583,23,12,22,1045267
8249663,24,14,23,4703747
8250783,23,11,22,348473
8251119,23,13,22,3136385
8251455,24,14,23,4704769
8252031,24,14,23,4705097
8252287,24,14,23,4705243
8252735,23,13,22,3136999
8253599,24,14,23,4705991
8253887,23,13,22,3137437
8254623,24,14,23,4706575
8254655,23,13,22,3137729
8254847,24,12,23,522967
8256255,23,13,22,3138337
8256623,23,12,22,1046159
8260543,23,13,22,3139967
8260719,24,12,23,523339
8260863,24,14,23,4710133
8260911,24,14,23,4710161
8261119,24,13,23,1570093
8261311,23,12,22,1046753
8262079,23,13,22,3140551
8262111,23,13,22,3140563
8262255,24,13,23,1570309
8262527,23,10,22,116323
8262687,24,13,23,1570391
8263999,24,14,23,4711921
8264863,23,12,22,1047203
8265183,23,13,22,3141731
8266367,24,14,23,4713271
8266431,23,13,22,3142205
8266991,24,13,23,1571209
8267503,24,14,23,4713919
8268015,24,14,23,4714211
8268735,23,13,22,3143081
8268959,24,12,23,523861
8269519,23,12,22,1047793
8269871,23,13,22,3143513
8269935,23,13,22,3143537
8270239,24,14,23,4715479
8270319,23,13,22,3143683
8270527,24,13,23,1571881
8270783,24,14,23,4715789
8272575,24,14,23,4716811
8272895,24,13,23,1572331
8273439,23,13,22,3144869
8274239,23,12,22,1048391
8275199,24,13,23,1572769
8275455,24,14,23,4718453
8276591,24,14,23,4719101
8276991,23,13,22,3146219
8277535,24,13,23,1573213
8278335,24,12,23,524455
8279295,23,13,22,3147095
8279711,23,13,22,3147253
8280095,24,14,23,4721099
8280127,24,14,23,4721117
8280783,24,14,23,4721491
8280863,23,13,22,3147691
8281279,23,10,22,116587
8281327,24,14,23,4721801
8282015,23,13,22,3148129
8282607,24,13,23,1574177
8283263,24,14,23,4722905
8283631,24,14,23,4723115
8283807,24,13,23,1574405
8284399,23,13,22,3149035
8284607,24,13,23,1574557
8285119,24,14,23,4723963
8285743,24,13,23,1574773
8286255,24,14,23,4724611
8286367,23,13,22,3149783
8287487,23,13,22,3150209
8287743,24,10,23,58339
8288287,23,11,22,350057
8290207,23,13,22,3151243
8291359,24,14,23,4727521
8291791,23,10,22,116735
8291839,23,11,22,350207
8292975,23,11,22,350255
8292991,23,12,22,1050767
8293183,24,13,23,1576187
8293359,23,13,22,3152441
8295151,24,13,23,1576561
8295359,23,12,22,1051067
8295551,24,13,23,1576637
8295887,24,11,23,175189
8296063,24,14,23,4730203
8296511,24,14,23,4730459
8297279,24,14,23,4730897
8298623,24,13,23,1577221
8298911,24,14,23,4731827
8299199,24,14,23,4731991
8299263,23,13,22,3154685
8299503,24,14,23,4732165
8299647,23,13,22,3154831
8300079,24,14,23,4732493
8300991,24,13,23,1577671
8301551,23,13,22,3155555
8302015,24,14,23,4733597
8302127,24,13,23,1577887
8302703,24,14,23,4733989
8303151,24,14,23,4734245
8303359,24,13,23,1578121
8303551,23,12,22,1052105
8303615,24,14,23,4734509
8304383,24,14,23,4734947
8304495,24,13,23,1578337
8304751,24,14,23,4735157
8305471,23,13,22,3157045
8305903,23,11,22,350801
8305919,23,12,22,1052405
8307455,23,13,22,3157799
8309407,23,10,22,116983
8309631,24,13,23,1579313
8309887,24,14,23,4738085
8310207,23,13,22,3158845
8311503,24,13,23,1579669
8312527,24,14,23,4739591
8312703,24,13,23,1579897
8312879,23,12,22,1053287
8312959,23,9,22,39011
8314559,24,14,23,4740749
8314815,24,14,23,4740895
8315327,24,14,23,4741187
8317039,24,12,23,526907
8317631,23,12,22,1053889
8318207,24,12,23,526981
8318255,24,14,23,4742857
8318399,23,13,22,3161959
8319519,23,13,22,3162385
8319535,23,13,22,3162391
8319999,23,12,22,1054189
8320031,24,14,23,4743869
8320111,24,13,23,1581305
8320767,23,13,22,3162859
8320879,24,13,23,1581451
8321151,23,11,22,351445
8322079,24,13,23,1581679
8324335,24,14,23,4746323
8324735,24,14,23,4746551
8324991,24,14,23,4746697
8325023,23,13,22,3164477
8325615,24,13,23,1582351
8326303,24,14,23,4747445
8326351,24,12,23,527497
8326639,24,14,23,4747637
8326943,23,12,22,1055069
8327583,24,12,23,527575
8327711,23,13,22,3165499
8328159,23,10,22,117247
8328351,24,13,23,1582871
8328911,23,13,22,3165955
8329343,23,11,22,351791
8329375,23,12,22,1055377
8329919,24,12,23,527723
8331679,23,12,22,1055669
8331775,24,14,23,4750565
8332031,24,14,23,4750711
8333215,23,13,22,3167591
8333567,24,14,23,4751587
8334079,24,14,23,4751879
8334367,24,14,23,4752043
8334847,23,13,22,3168211
8335551,23,13,22,3168479
8335679,24,14,23,4752791
8335983,24,14,23,4752965
8337727,24,13,23,1584653
8338127,24,11,23,176081
8338751,24,14,23,4754543
8339103,23,13,22,3169829
8339519,24,14,23,4754981
8339871,23,12,22,1056707
8339951,24,14,23,4755227
8340863,24,13,23,1585249
8340895,24,13,23,1585255
8341407,23,13,22,3170705
8342223,23,10,22,117445
8342255,24,14,23,4756541
8342943,24,14,23,4756933
8343023,23,13,22,3171319
8343455,24,14,23,4757225
8343743,23,13,22,3171593
8343775,23,13,22,3171605
8343791,23,13,22,3171611
8343807,23,13,22,3171617
8344191,23,13,22,3171763
8344223,24,14,23,4757663
8344255,24,14,23,4757681
8344959,23,13,22,3172055
8345599,24,13,23,1586149
8346111,24,14,23,4758739
8347103,24,13,23,1586435
8347327,23,13,22,3172955
8347695,23,13,22,3173095
8347871,24,13,23,1586581
8348127,24,14,23,4759889
8348911,23,13,22,3173557
8350447,23,12,22,1058047
8350575,24,13,23,1587095
8351215,23,13,22,3174433
8351599,23,10,22,117577
8351967,23,13,22,3174719
8352799,23,12,22,1058345
8353407,24,12,23,529211
8353999,24,14,23,4763237
8354687,24,14,23,4763629
8354879,24,13,23,1587913
8354943,24,13,23,1587925
8355135,23,12,22,1058641
8355711,24,12,23,529357
8355823,24,14,23,4764277
8355887,23,13,22,3176209
8355903,23,13,22,3176215
8356335,23,11,22,352931
8356351,23,12,22,1058795
8356799,24,14,23,4764833
8357791,24,14,23,4765399
8359023,23,13,22,3177401
8359471,24,14,23,4766357
8359935,24,14,23,4766621
8360159,23,13,22,3177833
8360639,24,14,23,4767023
8361007,24,14,23,4767233
8361263,24,14,23,4767379
8361407,23,13,22,3178307
8361983,24,13,23,1589263
8362239,24,14,23,4767935
8362943,23,13,22,3178891
8363119,24,13,23,1589479
8363311,23,12,22,1059677
8363711,23,13,22,3179183
8364063,24,14,23,4768975
8364143,23,13,22,3179347
8364511,23,12,22,1059829
8366879,24,14,23,4770581
8367263,23,13,22,3180533
8367855,24,13,23,1590379
8368367,24,14,23,4771429
8368831,23,13,22,3181129
8370383,24,14,23,4772579
8371199,23,13,22,3182029
8371583,24,14,23,4773263
8371615,24,14,23,4773281
8371647,24,14,23,4773299
8371919,23,13,22,3182303
8371967,23,13,22,3182321
8372159,24,12,23,530399
8372351,24,14,23,4773701
8372783,24,14,23,4773947
8374271,24,14,23,4774795
8375295,24,13,23,1591793
8375839,23,13,22,3183793
8376063,24,13,23,1591939
8376431,24,13,23,1592009
8376543,24,14,23,4776091
8376639,23,13,22,3184097
8377087,24,14,23,4776401
8378223,24,14,23,4777049
8378335,24,13,23,1592371
8378575,23,12,22,1061611
8378591,23,9,22,39319
8378623,23,12,22,1061617
8380575,23,13,22,3185593
8381759,24,14,23,4779065
8382159,24,14,23,4779293
8382671,24,12,23,531065
8383263,23,12,22,1062205
8383295,23,12,22,1062209
8383471,24,13,23,1593347
8383951,24,14,23,4780315
8384031,23,13,22,3186907
8384239,24,13,23,1593493
8385183,24,14,23,4781017
8385263,23,13,22,3187375
8385279,23,13,22,3187381
8385695,24,14,23,4781309
8385999,23,13,22,3187655
8386783,23,11,22,354217
8386815,23,12,22,1062655
8387199,23,13,22,3188111
8387999,23,12,22,1062805
8388335,23,13,22,3188543
8389887,24,14,23,4783699
8390111,24,13,23,1594609
8393327,24,14,23,4785661
8395071,24,14,23,4786655
8396015,24,13,23,1595731
8396415,24,13,23,1595807
8397439,24,14,23,4788005
8397951,24,12,23,532033
8397983,24,9,23,19705
8398143,24,14,23,4788407
8398575,24,14,23,4788653
8398719,24,13,23,1596245
8400319,24,12,23,532183
8400543,24,14,23,4789775
8401455,24,12,23,532255
8401599,24,14,23,4790377
8401855,24,13,23,1596841
8403423,24,13,23,1597139
8404223,24,13,23,1597291
8407359,24,9,23,19727
8408095,24,13,23,1598027
8408607,24,14,23,4794373
8409887,24,14,23,4795103
8410831,24,12,23,532849
8411199,24,13,23,1598617
8412031,24,12,23,532925
8412287,24,14,23,4796471
8414367,24,11,23,177691
8414591,24,14,23,4797785
8414703,24,13,23,1599283
8415679,24,14,23,4798405
8416191,24,14,23,4798697
8416735,24,8,23,6583
8416815,24,14,23,4799053
8417327,24,14,23,4799345
8418607,24,13,23,1600025
8421407,24,12,23,533519
8423743,24,11,23,177889
8426223,24,14,23,4804417
8426271,24,14,23,4804445
8428607,24,14,23,4805777
8428991,24,14,23,4805995
8429215,24,13,23,1602041
8429983,24,13,23,1602187
8430239,24,14,23,4806707
8430271,24,14,23,4806725
8431007,24,14,23,4807145
8432127,24,14,23,4807783
8432639,24,14,23,4808075
8433407,24,14,23,4808513
8433775,24,14,23,4808723
8435567,24,14,23,4809745
8442015,24,14,23,4813421
8442063,24,13,23,1604483
8442751,24,14,23,4813841
8444351,24,14,23,4814753
8445087,24,14,23,4815173
8445487,24,14,23,4815401
8447231,24,11,23,178385
8448111,24,14,23,4816897
8450303,24,13,23,1606049
8451103,24,13,23,1606201
8451615,24,14,23,4818895
8452927,24,14,23,4819643
8454207,24,12,23,535597
8454463,24,14,23,4820519
8454639,24,13,23,1606873
8454895,24,14,23,4820765
8455487,24,14,23,4821103
8455807,24,13,23,1607095
8456063,24,14,23,4821431
8456351,24,14,23,4821595
8456687,24,14,23,4821787
8460991,24,14,23,4824241
8461503,24,14,23,4824533
8461871,24,14,23,4824743
8462447,24,12,23,536119
8463103,24,14,23,4825445
8463839,24,14,23,4825865
8463871,24,14,23,4825883
8464239,24,14,23,4826093
8465439,24,14,23,4826777
8468511,24,14,23,4828529
8468719,24,13,23,1609549
8469231,24,14,23,4828939
8469375,24,14,23,4829021
8472015,24,14,23,4830527
8472223,24,13,23,1610215
8473023,24,12,23,536789
8474303,24,14,23,4831831
8475647,24,14,23,4832597
8476671,24,14,23,4833181
8477183,24,14,23,4833473
8477295,24,13,23,1611179
8477663,24,12,23,537083
8480623,24,14,23,4835435
8481391,24,14,23,4835873
8481599,24,13,23,1611997
8483311,24,14,23,4836967
8483615,24,14,23,4837141
8484303,24,13,23,1612511
8484479,24,14,23,4837633
8485023,24,14,23,4837943
8485071,24,13,23,1612657
8485103,24,13,23,1612663
8486047,24,14,23,4838527
8486127,24,14,23,4838573
8488495,24,14,23,4839923
8488863,24,14,23,4840133
8490751,24,14,23,4841209
8492335,24,14,23,4842113
8495423,24,14,23,4843873
8498671,24,14,23,4845725
8498927,24,14,23,4845871
8499439,24,14,23,4846163
8500095,24,14,23,4846537
8500351,24,13,23,1615561
8500383,24,13,23,1615567
8500639,24,14,23,4846847
8502719,24,13,23,1616011
8502975,24,14,23,4848179
8503231,24,14,23,4848325
8503743,24,14,23,4848617
8503855,24,13,23,1616227
8504223,24,13,23,1616297
8504879,24,14,23,4849265
8505087,24,13,23,1616461
8505343,24,14,23,4849529
8507615,24,14,23,4850825
8509759,24,13,23,1617349
8512127,24,13,23,1617799
8513151,24,14,23,4853981
8513231,24,13,23,1618009
8513663,24,13,23,1618091
8513743,24,14,23,4854319
8513999,24,11,23,179795
8514031,24,12,23,539387
8514255,24,14,23,4854611
8514719,24,14,23,4854875
8515231,24,11,23,179821
8516287,24,14,23,4855769
8516991,24,14,23,4856171
8518335,24,13,23,1618979
8518847,24,14,23,4857229
8519167,24,13,23,1619137
8519791,24,14,23,4857767
8519903,24,12,23,539759
8520671,24,13,23,1619423
8520703,24,13,23,1619429
8521183,24,14,23,4858561
8521471,24,13,23,1619575
8521839,24,13,23,1619645
8522495,24,14,23,4859309
8522863,24,14,23,4859519
8523631,24,14,23,4859957
8524095,24,14,23,4860221
8524831,24,14,23,4860641
8526543,24,13,23,1620539
8528367,24,14,23,4862657
8529311,24,12,23,540355
8530079,24,13,23,1621211
8531103,24,14,23,4864217
8531391,24,14,23,4864381
8531871,24,14,23,4864655
8532415,24,13,23,1621655
8532527,24,14,23,4865029
8535295,24,14,23,4866607
8538991,24,13,23,1622905
8539455,24,13,23,1622993
8539935,24,14,23,4869253
8540479,24,14,23,4869563
8540911,24,14,23,4869809
8541823,24,13,23,1623443
8541903,24,14,23,4870375
8542415,24,14,23,4870667
8543103,24,14,23,4871059
8544751,24,14,23,4871999
8545951,24,14,23,4872683
8546975,24,14,23,4873267
8548655,24,14,23,4874225
8548831,24,13,23,1624775
8549855,24,14,23,4874909
8551967,24,13,23,1625371
8552479,24,14,23,4876405
8555759,24,14,23,4878275
8556271,24,12,23,542063
8557439,24,12,23,542137
8557983,24,14,23,4879543
8559999,24,14,23,4880693
8560063,24,14,23,4880729
8560543,24,13,23,1627001
8560575,24,13,23,1627007
8560687,24,14,23,4881085
8561311,24,13,23,1627147
8563711,24,13,23,1627603
8563967,24,14,23,4882955
8565727,24,14,23,4883959
8565871,24,14,23,4884041
8565983,24,13,23,1628035
8566815,24,12,23,542731
8567583,24,13,23,1628339
8568351,24,13,23,1628485
8570495,24,14,23,4886677
8570751,24,13,23,1628941
8572063,24,14,23,4887571
8572719,24,6,23,745
8573343,24,14,23,4888301
8573887,24,12,23,543179
8574111,24,14,23,4888739
8574511,24,14,23,4888967
8575423,24,13,23,1629829
8576191,24,12,23,543325
8576303,24,14,23,4889989
8576559,24,13,23,1630045
8577535,24,14,23,4890691
8578015,24,14,23,4890965
8579183,24,14,23,4891631
8579839,24,14,23,4892005
8580127,24,13,23,1630723
8580351,24,14,23,4892297
8581439,24,14,23,4892917
8582255,24,14,23,4893383
8582687,24,14,23,4893629
8583231,24,10,23,60419
8583487,24,14,23,4894085
8584431,24,12,23,543847
8585711,24,14,23,4895353
8585967,24,13,23,1631833
8586703,24,12,23,543991
8587423,24,14,23,4896329
8587471,24,13,23,1632119
8588495,24,14,23,4896941
8589727,24,14,23,4897643
8590495,24,14,23,4898081
8591471,24,9,23,20159
8591839,24,13,23,1632949
8591871,24,13,23,1632955
8592063,24,14,23,4898975
8592127,24,14,23,4899011
8592895,24,14,23,4899449
8595311,24,13,23,1633609
8598047,24,13,23,1634129
8599791,24,14,23,4903381
8599871,24,14,23,4903427
8600303,24,14,23,4903673
8601471,24,14,23,4904339
8602783,24,13,23,1635029
8603183,24,12,23,545035
8603295,24,14,23,4905379
8604095,24,14,23,4905835
8604319,24,12,23,545107
8604607,24,14,23,4906127
8606463,24,14,23,4907185
8607855,24,11,23,181777
8608735,24,14,23,4908481
8609247,24,14,23,4908773
8612159,24,13,23,1636811
8612671,24,14,23,4910725
8612719,24,14,23,4910753
8613103,24,14,23,4910971
8614383,24,14,23,4911701
8614527,24,13,23,1637261
8615551,24,14,23,4912367
8617343,24,14,23,4913389
8617855,24,14,23,4913681
8618431,24,12,23,546001
8620511,24,14,23,4915195
8620543,24,14,23,4915213
8621567,24,13,23,1638599
8623071,24,12,23,546295
8623359,24,14,23,4916819
8627007,24,13,23,1639633
8628463,24,14,23,4919729
8628943,24,12,23,546667
8630479,24,13,23,1640293
8631455,24,14,23,4921435
8631711,24,13,23,1640527
8631743,24,13,23,1640533
8632767,24,14,23,4922183
8633647,24,12,23,546965
8634047,24,13,23,1640971
8634303,24,14,23,4923059
8634415,24,13,23,1641041
8634879,24,12,23,547043
8635647,24,13,23,1641275
8635903,24,14,23,4923971
8636159,24,14,23,4924117
8637039,24,14,23,4924619
8637439,24,14,23,4924847
8638319,24,12,23,547261
8638575,24,14,23,4925495
8638719,24,13,23,1641859
8639599,24,14,23,4926079
8640831,24,14,23,4926781
8643967,24,14,23,4928569
8644815,24,14,23,4929053
8645103,24,14,23,4929217
8645615,24,14,23,4929509
8645791,24,13,23,1643203
8646559,24,12,23,547783
8646591,24,10,23,60865
8647727,24,9,23,20291
8648383,24,14,23,4931087
8649983,24,14,23,4931999
8650975,24,14,23,4932565
8655167,24,13,23,1644985
8657135,24,12,23,548453
8658415,24,14,23,4936807
8659071,24,13,23,1645727
8659103,24,13,23,1645733
8660095,24,14,23,4937765
8660383,24,14,23,4937929
8660863,24,14,23,4938203
8661439,24,13,23,1646177
8662463,24,14,23,4939115
8663599,24,14,23,4939763
8664111,24,11,23,182965
8664831,24,14,23,4940465
8665711,24,13,23,1646989
8670015,24,12,23,549269
8670239,24,14,23,4943549
8670927,24,14,23,4943941
8672719,24,13,23,1648321
8672975,24,14,23,4945109
8673439,24,14,23,4945373
8674175,24,14,23,4945793
8674975,24,14,23,4946249
8675775,24,14,23,4946705
8675887,24,12,23,549641
8676031,24,14,23,4946851
8677855,24,13,23,1649297
8679535,24,14,23,4948849
8679615,24,14,23,4948895
8679727,24,13,23,1649653
8680751,24,14,23,4949543
8680927,24,13,23,1649881
8683039,24,14,23,4950847
8683551,24,14,23,4951139
8685263,24,12,23,550235
8686831,24,13,23,1651003
8687087,24,14,23,4953155
8687343,24,14,23,4953301
8687855,24,14,23,4953593
8688335,24,13,23,1651289
8689055,24,14,23,4954277
8689103,24,13,23,1651435
8690111,24,14,23,4954879
8691359,24,14,23,4955591
8691759,24,14,23,4955819
8693215,24,14,23,4956649
8693503,24,12,23,550757
8693871,24,13,23,1652341
8695039,24,13,23,1652563
8697055,24,14,23,4958839
8697887,24,14,23,4959313
8700399,24,14,23,4960745
8702079,24,13,23,1653901
8702447,24,13,23,1653971
8702959,24,14,23,4962205
8703903,24,14,23,4962743
8704207,24,14,23,4962917
8704415,24,13,23,1654345
8704959,24,14,23,4963345
8705471,24,14,23,4963637
8708207,24,14,23,4965197
8709087,24,13,23,1655233
8712447,24,14,23,4967615
8715327,24,13,23,1656419
8715391,24,13,23,1656431
8715503,24,14,23,4969357
8716351,24,14,23,4969841
8716527,24,13,23,1656647
8718799,24,13,23,1657079
8720831,24,13,23,1657465
8722431,24,13,23,1657769
8722911,24,14,23,4973581
8722943,24,14,23,4973599
8723567,24,13,23,1657985
8723935,24,12,23,552685
8724591,24,14,23,4974539
8724703,24,13,23,1658201
8727359,24,14,23,4976117
8728703,24,8,23,6827
8731263,24,14,23,4978343
8731343,24,13,23,1659463
8732543,24,13,23,1659691
8732831,24,14,23,4979237
8734255,24,14,23,4980049
8735167,24,14,23,4980569
8736511,24,13,23,1660445
8737535,24,14,23,4981919
8738047,24,12,23,553579
8739807,24,14,23,4983215
8740383,24,12,23,553727
8744175,24,14,23,4985705
8744655,24,13,23,1661993
8744687,24,13,23,1661999
8746143,24,14,23,4986827
8746447,24,14,23,4987001
8748591,24,10,23,61583
8748703,24,14,23,4988287
8748735,24,14,23,4988305
8748959,24,13,23,1662811
8749983,24,14,23,4989017
8751103,24,14,23,4989655
8751615,24,14,23,4989947
8752383,24,14,23,4990385
8754207,24,14,23,4991425
8754399,24,12,23,554615
8755519,24,14,23,4992173
8757999,24,12,23,554843
8758079,24,14,23,4993633
8759167,24,12,23,554917
8759535,24,13,23,1664821
8759935,24,13,23,1664897
8760303,24,12,23,554989
8761551,24,14,23,4995613
8762815,24,14,23,4996333
8764719,24,14,23,4997419
8765551,24,14,23,4997893
8765951,24,14,23,4998121
8766367,24,14,23,4998359
8766463,24,14,23,4998413
8766943,24,13,23,1666229
8767343,24,10,23,61715
8767599,24,14,23,4999061
8768543,24,12,23,555511
8771647,24,13,23,1667123
8775039,24,14,23,5003303
8775327,24,14,23,5003467
8775583,24,9,23,20591
8775807,24,14,23,5003741
8775839,24,14,23,5003759
8776175,24,14,23,5003951
8778687,24,13,23,1668461
8779055,24,12,23,556177
8779455,24,13,23,1668607
8779711,24,14,23,5005967
8779775,24,14,23,5006003
8780255,24,12,23,556253
8780479,24,14,23,5006405
8782047,24,14,23,5007299
8782815,24,14,23,5007737
8782847,24,14,23,5007755
8783983,24,14,23,5008403
8784959,24,8,23,6871
8786463,24,13,23,1669939
8788207,24,14,23,5010811
8788719,24,14,23,5011103
8789663,24,12,23,556849
8791455,24,14,23,5012663
8791967,24,11,23,185665
8792223,24,14,23,5013101
8794303,24,12,23,557143
8794335,24,9,23,20635
8794559,24,14,23,5014433
8795135,24,13,23,1671587
8795647,24,14,23,5015053
8795903,24,13,23,1671733
8796271,24,13,23,1671803
8796783,24,14,23,5015701
8801087,24,14,23,5018155
8801599,24,14,23,5018447
8801999,24,14,23,5018675
8802543,24,12,23,557665
8802943,24,13,23,1673071
8803199,24,14,23,5019359
8803791,24,14,23,5019697
8803967,24,14,23,5019797
8806079,24,11,23,185963
8806815,24,13,23,1673807
8806959,24,14,23,5021503
8807583,24,13,23,1673953
8810719,24,11,23,186061
8810975,24,14,23,5023793
8811119,24,13,23,1674625
8815855,24,13,23,1675525
8816255,24,13,23,1675601
8816335,24,14,23,5026849
8816879,24,14,23,5027159
8816959,24,13,23,1675735
8818159,24,13,23,1675963
8818415,24,14,23,5028035
8819359,24,13,23,1676191
8819583,24,14,23,5028701
8821695,24,13,23,1676635
8821951,24,14,23,5030051
8822687,24,14,23,5030471
8822719,24,14,23,5030489
8823711,24,14,23,5031055
8824287,24,14,23,5031383
8824319,24,14,23,5031401
8824575,24,14,23,5031547
8824943,24,14,23,5031757
8828959,24,14,23,5034047
8829727,24,14,23,5034485
8830591,24,14,23,5034977
8830671,24,12,23,559447
8830703,24,10,23,62161
8831871,24,12,23,559523
8832463,24,14,23,5036045
8832495,24,14,23,5036063
8833151,24,14,23,5036437
8836031,24,14,23,5038079
8837599,24,14,23,5038973
8837631,24,14,23,5038991
8838335,24,14,23,5039393
8839279,24,13,23,1679977
8840191,24,14,23,5040451
8840447,24,13,23,1680199
8845519,24,13,23,1681163
8845551,24,13,23,1681169
8845951,24,11,23,186805
8846575,24,14,23,5044091
8848847,24,14,23,5045387
8849055,24,13,23,1681835
8849615,24,14,23,5045825
8849823,24,13,23,1681981
8850111,24,14,23,5046107
8850623,24,12,23,560711
8851903,24,14,23,5047129
8852223,24,13,23,1682437
8852479,24,14,23,5047457
8852527,24,13,23,1682495
8853247,24,14,23,5047895
8853759,24,13,23,1682729
8854127,24,12,23,560933
8858943,24,14,23,5051143
8859263,24,13,23,1683775
8859887,24,14,23,5051681
8860143,24,14,23,5051827
8860191,24,14,23,5051855
8860799,24,13,23,1684067
8861823,24,14,23,5052785
8863135,24,13,23,1684511
8863727,24,14,23,5053871
8863903,24,13,23,1684657
8864927,24,14,23,5054555
8865327,24,14,23,5054783
8866463,24,14,23,5055431
8866815,24,14,23,5055631
8868319,24,14,23,5056489
8871455,24,14,23,5058277
8871967,24,14,23,5058569
8874223,24,14,23,5059855
8874303,24,14,23,5059901
8874879,24,13,23,1686743
8876191,24,14,23,5060977
8876447,24,10,23,62483
8876671,24,14,23,5061251
8878783,24,12,23,562495
8880031,24,14,23,5063167
8880575,24,14,23,5063477
8880687,24,13,23,1687847
8881151,24,12,23,562645
8881919,24,13,23,1688081
8883711,24,14,23,5065265
8885215,24,14,23,5066123
8885279,24,14,23,5066159
8885471,24,14,23,5066269
